set_id,unit_ordinal,target_name,method_level,text
inst-0691,1,"Situation, Context & Scenario",4,Change to a different target audience.
inst-0691,2,Flow & Information Architecture,4,Change how account details are grouped.
inst-0692,1,Content & Information,1,"Add one clipped line of episode summary under the season line, above the host row."
inst-0692,2,Layout & Hierarchy,2,Emphasize the remaining time under the progress bar.
inst-0693,1,Environment,2,Rebuild the whole screen for a wide desktop.
inst-0693,2,Flow & Information Architecture,2,Split the task list into status groups.
inst-0693,3,Style,2,"Replace every red accent, tone down the meeting card."
inst-0694,1,Layout & Hierarchy,2,Change the position of the following date.
inst-0694,2,Style,3,Make the following state immediately recognizable.
inst-0695,1,Flow & Information Architecture,4,Change how the saved files list is organized.
inst-0695,2,Style,3,The top should read as the heaviest on screen.
inst-0696,1,Layout & Hierarchy,3,Make course content appear sooner while keeping the city image recognizable.
inst-0696,2,Functionality & Behavior,4,"Set up the first lesson’s ""Preview"" differently."
inst-0696,3,Style,1,"Alternate white and light gray lesson rows, keeping the lesson numbers and preview button red."
inst-0697,1,"Situation, Context & Scenario",3,Should let someone pick and book a nearby dental clinic.
inst-0697,2,Environment,2,Rebuild this for desktop and relocate the bottom tabs.
inst-0697,3,Content & Information,1,Add a smaller gray line under the count with the search area and how far out it reaches.
inst-0698,1,Content & Information,2,Make the Details label indicate the field is optional.
inst-0699,1,Functionality & Behavior,2,Add a notify-when-streaming-returns option to the buttons below the text.
inst-0700,1,Environment,2,Rework the screen for desktop.
inst-0700,2,Flow & Information Architecture,2,Group related items in the benefit list.
inst-0700,3,Style,2,Change the color of the primary button.
inst-0701,1,Environment,3,Move the screen to desktop so video and people show together.
inst-0701,2,Flow & Information Architecture,1,"Merge the tiles and text rows into one list split into ""on camera"" and ""no video"" groups with counts, and drop the heading."
inst-0701,3,Style,1,Fill each control as a circle in gray lighter than the panel with white icons; keep mic and leave colors.
inst-0702,1,Environment,1,"Turn focus session screen into a smartwatch card centered on remaining time, retaining progress and removing service/workspace details."
inst-0703,1,Layout & Hierarchy,4,Change the order of the Keep and Delete buttons.
inst-0704,1,Environment,2,Rebuild this for desktop and move the bottom tab bar.
inst-0704,2,Flow & Information Architecture,2,The feature rows run flat — group them by type.
inst-0705,1,"Situation, Context & Scenario",1,Make event details a seller check-in brief; replace bottom reservation area with assigned booth and setup status.
inst-0706,1,Flow & Information Architecture,1,"Make the card one vertical story, placing the bedtime window between the introduction and numbered guidance."
inst-0706,2,Style,4,Make the header feel different.
inst-0707,1,"Situation, Context & Scenario",2,Rewrite the top post as a language-study log.
inst-0707,2,Content & Information,1,"Put two or three reactor names and an ""and others"" count before the totals line above the buttons."
inst-0708,1,Functionality & Behavior,1,"Add a left-aligned sort label above the list with price and ship date, current one in orange."
inst-0708,2,Layout & Hierarchy,3,"""You viewed recently"" shouldn't read as a second main section."
inst-0709,1,Flow & Information Architecture,3,Make consecutive posts from one person read as one contribution.
inst-0710,1,"Situation, Context & Scenario",2,"Put student name and level in the title, show last practice."
inst-0711,1,"Situation, Context & Scenario",3,Help mobility-device users judge whether they can visit.
inst-0712,1,Environment,1,"Fill the watch face — drop thumbnails, subtitle, footer note, stack the three names and pin buttons in rows."
inst-0713,1,Layout & Hierarchy,1,Reduce the event image to about two-thirds of its current size beside the vertically centered event information.
inst-0714,1,Environment,2,Rework the whole screen into a desktop layout.
inst-0715,1,Layout & Hierarchy,3,Make completing signup clearly feel like the main priority.
inst-0716,1,Environment,1,"Make it a wide desktop layout, month labels in a left column, so no row text is clipped."
inst-0717,1,"Situation, Context & Scenario",2,Change the screen for workspace administrators.
inst-0717,2,Layout & Hierarchy,2,Reposition the actions in the team-document rows.
inst-0717,3,Functionality & Behavior,2,Add bulk recovery to the “Trash” heading.
inst-0718,1,Flow & Information Architecture,3,Make the guidance and task feel distinct.
inst-0718,2,Content & Information,1,Add a short second line to the expiry note with expected delivery timing and where to look.
inst-0718,3,Functionality & Behavior,1,"Place ""Contact support"" beside ""Sign in"" as a compact pair of secondary links."
inst-0719,1,Environment,4,Make this a desktop screen.
inst-0719,2,Flow & Information Architecture,1,"Split the ""What gets removed"" list into two labelled groups: deleted now, deleted later."
inst-0719,3,Content & Information,4,Show more detail in the account block up top.
inst-0720,1,Layout & Hierarchy,1,"Expand the main white card to the screen edges, keeping its content comfortably inset."
inst-0721,1,Flow & Information Architecture,3,"Ask only the broad kind here, the specific reason later."
inst-0722,1,"Situation, Context & Scenario",3,Make it support language learning and show expected difficulty.
inst-0722,2,Flow & Information Architecture,1,"Turn the lesson queue into connected, numbered vertical steps with one lesson per stage."
inst-0723,1,"Situation, Context & Scenario",2,Make the course line and narrator run-based; swap the side button.
inst-0723,2,Style,3,"Make it dark and high-contrast, readable in bright sun."
inst-0724,1,"Situation, Context & Scenario",1,"Turn the help and support screen into a seller hub, replacing shopper guidance with seller operations guidance."
inst-0724,2,Layout & Hierarchy,4,Change where the Contact support section appears.
inst-0724,3,Functionality & Behavior,4,Add a way to expand FAQ rows.
inst-0725,1,Functionality & Behavior,1,"Add a compact ""Cancel"" button beside ""Resend"" in each pending invitation row."
inst-0726,1,Layout & Hierarchy,2,"Make the in-progress step under ""Status"" stand out."
inst-0727,1,Environment,2,Adapt the screen for desktop.
inst-0728,1,Flow & Information Architecture,2,Group the purchase options and delivery quantity together.
inst-0728,2,Content & Information,4,Add billing information to the purchase summary bar.
inst-0728,3,Style,1,"Give the product summary card a white background, dark gray outline, and narrow dark green top accent."
inst-0729,1,Environment,3,Make it read as a desktop screen using the full width.
inst-0729,2,Flow & Information Architecture,2,"Group the list under ""Open for funding"" by property type."
inst-0729,3,Content & Information,1,Add one line under the split text showing the average target yield of selected properties.
inst-0730,1,Environment,4,Adapt the screen for desktop use.
inst-0730,2,Flow & Information Architecture,3,Make preferred payment methods come first regardless of type.
inst-0730,3,Content & Information,3,Make it easier to judge which saved methods are still relevant.
inst-0731,1,Content & Information,4,"Restructure the area under ""6 minutes left""."
inst-0731,2,Functionality & Behavior,2,Add a button to start practice from the widget.
inst-0731,3,Layout & Hierarchy,3,Make the minutes-left line read as the main message.
inst-0732,1,"Situation, Context & Scenario",2,Change the trip plan for field-service coordinators.
inst-0732,2,Environment,4,Adapt the screen for desktop.
inst-0733,1,"Situation, Context & Scenario",4,Lay this screen out differently.
inst-0733,2,Layout & Hierarchy,3,Make the recommended plan read first of the three.
inst-0734,1,Content & Information,1,Add a short note below the buttons about enabling camera access later in device settings.
inst-0734,2,Layout & Hierarchy,1,"Make the red uppercase label above the title slightly smaller and closer, forming a compact heading group."
inst-0735,1,Functionality & Behavior,4,Rework what sits in the top bar
inst-0735,2,Style,2,Change the color of the numbered section headings.
inst-0736,1,Style,1,"Keep the top-right button in place, with dark gray text in a pale gray outlined pill."
inst-0737,1,Flow & Information Architecture,3,Make the likely folders read apart from the rest.
inst-0738,1,"Situation, Context & Scenario",1,"Turn recipe detail into a kidney-friendly meal guide, with the nutrition summary focused on renal-diet nutrients."
inst-0739,1,Flow & Information Architecture,4,"Change how ""Your groups"" is organized."
